id_leggo,id_autor_parlametria,id_ext,casa,id_autor,nome_autor,partido,uf,tipo_autor,casa_autor,tipo_generico,sigla_local,peso_total_documentos,num_documentos,is_important,bancada,tipo_acao,governismo,peso_politico
1dbe81661ce54b39de6507dabaa33349,1204472,2192263,camara,204472,José Medeiros,PODE,MT,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,governo,Proposição,6.702244811224038,0.156385
afb2c0b14ca5f287a443e576c1ae25a8,1204538,2194820,camara,204538,Paulo Bengtson,PTB,PA,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo,Proposição,4.434598430074143,0.106534
6a38b246ad96596e6a94a33eba950454,1141470,2197956,camara,141470,José Guimarães,PT,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-4.682513235690796,0.123442
6a38b246ad96596e6a94a33eba950454,1178873,2197956,camara,178873,Helder Salomão,PT,ES,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-6.577583260650009,0.392528
6a38b246ad96596e6a94a33eba950454,1178986,2197956,camara,178986,Nilto Tatto,PT,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-7.04428740843443,0.0759877
6a38b246ad96596e6a94a33eba950454,1204352,2197956,camara,204352,Camilo Capiberibe,PSB,AP,Deputado,camara,Parecer,CMADS,1,1,TRUE,oposição,Outros,-2.0397873596633147,0.190394
6a38b246ad96596e6a94a33eba950454,173531,2197956,camara,73531,Ivan Valente,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-8.758899045135427,0.466379
6a38b246ad96596e6a94a33eba950454,174784,2197956,camara,74784,Luiza Erundina,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-2.5968772643222104,0.204613
6a38b246ad96596e6a94a33eba950454,176874,2197956,camara,76874,Marcelo Freixo,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-6.618833899367319,0.186297
6a38b246ad96596e6a94a33eba950454,1134812,2197956,camara,134812,Edmilson Rodrigues,PSOL,PA,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-6.475673383390708,0.182547
6a38b246ad96596e6a94a33eba950454,1152605,2197956,camara,152605,Glauber Braga,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-10,0.18716
6a38b246ad96596e6a94a33eba950454,1204407,2197956,camara,204407,Fernanda Melchionna,PSOL,RS,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-6.945186197235214,0.137988
6a38b246ad96596e6a94a33eba950454,1204464,2197956,camara,204464,Talíria Petrone,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-9.280882638012695,0.118824
6a38b246ad96596e6a94a33eba950454,1204509,2197956,camara,204509,Áurea Carolina,PSOL,MG,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-8.703365880613536,0.067985
2d4c562a3fdb14ef5b0fbd4e1718ab21,1178873,2197974,camara,178873,Helder Salomão,PT,ES,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-6.577583260650009,0.392528
3f7eab720eb21413985b71742fa82228,173531,2198087,camara,73531,Ivan Valente,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-8.758899045135427,0.466379
3f7eab720eb21413985b71742fa82228,174784,2198087,camara,74784,Luiza Erundina,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-2.5968772643222104,0.204613
3f7eab720eb21413985b71742fa82228,176874,2198087,camara,76874,Marcelo Freixo,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-6.618833899367319,0.186297
3f7eab720eb21413985b71742fa82228,1134812,2198087,camara,134812,Edmilson Rodrigues,PSOL,PA,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-6.475673383390708,0.182547
3f7eab720eb21413985b71742fa82228,1152605,2198087,camara,152605,Glauber Braga,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-10,0.18716
3f7eab720eb21413985b71742fa82228,1204407,2198087,camara,204407,Fernanda Melchionna,PSOL,RS,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-6.945186197235214,0.137988
3f7eab720eb21413985b71742fa82228,1204464,2198087,camara,204464,Talíria Petrone,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-9.280882638012695,0.118824
3f7eab720eb21413985b71742fa82228,1204509,2198087,camara,204509,Áurea Carolina,PSOL,MG,Deputado,camara,Prop. Original / Apensada,CMADS,0.125,1,TRUE,oposição,Proposição,-8.703365880613536,0.067985
234f33c2f5d2cd76d8dec24b3572a36d,1178986,2198142,camara,178986,Nilto Tatto,PT,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-7.04428740843443,0.0759877
c7579353cc58eebc84297830213b2383,1141470,2198168,camara,141470,José Guimarães,PT,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-4.682513235690796,0.123442
20aaae99e85511347544d52ca26928d6,1204495,2200572,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Prop. Original / Apensada,CCJC,2,2,TRUE,oposição,Proposição,-4.030542436796088,0.0812222
20aaae99e85511347544d52ca26928d6,1160511,2200572,camara,160511,Alessandro Molon,PSB,RJ,Deputado,camara,Prop. Original / Apensada,CCJC,1,1,TRUE,oposição,Proposição,-2.319632427878327,0.444478
20aaae99e85511347544d52ca26928d6,1204483,2200572,camara,204483,Vilson Da Fetaemg,PSB,MG,Deputado,camara,Prop. Original / Apensada,CCJC,1,1,TRUE,oposição,Proposição,-1.9297076206999346,0.047908
4c8eea5dbb0232a3b28c1cfc4464ffc5,1204495,2202983,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Prop. Original / Apensada,CCJC,1,1,TRUE,oposição,Proposição,-4.030542436796088,0.0812222
ca0402c3cf999f747dfafae362de9141,1204495,2203903,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Prop. Original / Apensada,CCJC,1,1,TRUE,oposição,Proposição,-4.030542436796088,0.0812222
1936af28823a0817e771380dfacce78d,1160575,2204564,camara,160575,Erika Kokay,PT,DF,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-4.8796638271854516,0.204777
787b90cdbc371525728eb762d5eef6b4,1160511,2205373,camara,160511,Alessandro Molon,PSB,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-2.319632427878327,0.444478
502981994eea39cc5219deed51de3b53,1204468,2205388,camara,204468,Joenia Wapichana,REDE,RR,Deputado,camara,Parecer,CMADS,3,3,TRUE,oposição,Outros,-1.5636470208392428,0.393445
502981994eea39cc5219deed51de3b53,173531,2205388,camara,73531,Ivan Valente,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-8.758899045135427,0.466379
502981994eea39cc5219deed51de3b53,174848,2205388,camara,74848,Jandira Feghali,PCdoB,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-1.574687625853926,0.547176
502981994eea39cc5219deed51de3b53,1141470,2205388,camara,141470,José Guimarães,PT,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-4.682513235690796,0.123442
502981994eea39cc5219deed51de3b53,1160511,2205388,camara,160511,Alessandro Molon,PSB,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-2.319632427878327,0.444478
502981994eea39cc5219deed51de3b53,1204488,2205388,camara,204488,Célio Studart,PV,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,governo,Proposição,-0.43727079680068215,0.132213
502981994eea39cc5219deed51de3b53,1204517,2205388,camara,204517,Zé Vitor,PL,MG,Deputado,camara,Voto em Separado,CMADS,1,1,TRUE,governo,Recurso,4.418477544709386,0
502981994eea39cc5219deed51de3b53,1204530,2205388,camara,204530,Rodrigo Agostinho,PSB,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-0.6602588199704122,0.371306
502981994eea39cc5219deed51de3b53,174156,2205388,camara,74156,Leonardo Monteiro,PT,MG,Deputado,camara,Prop. Original / Apensada,CMADS,0.3333333333333333,1,TRUE,oposição,Proposição,-3.2071324900801743,0.41458
502981994eea39cc5219deed51de3b53,174400,2205388,camara,74400,Paulo Pimenta,PT,RS,Deputado,camara,Prop. Original / Apensada,CMADS,0.3333333333333333,1,TRUE,oposição,Proposição,-5.4065349040440065,0.414737
502981994eea39cc5219deed51de3b53,1178986,2205388,camara,178986,Nilto Tatto,PT,SP,Deputado,camara,Prop. Original / Apensada,CMADS,0.3333333333333333,1,TRUE,oposição,Proposição,-7.04428740843443,0.0759877
d86aa2eb6e79f844c0e3b9719c75a062,1204488,2205479,camara,204488,Célio Studart,PV,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,governo,Proposição,-0.43727079680068215,0.132213
ec5b4e053246060881812586d25755ad,1141508,2205527,camara,141508,Mauro Nazif,PSB,RO,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição,Proposição,-1.1866029558478477,0.125984
ec5b4e053246060881812586d25755ad,1141508,2205527,camara,141508,Mauro Nazif,PSB,RO,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição,Proposição,-1.1866029558478477,0.125984
b04a0b2cba942b72902e03a7c1ff457c,1204530,2205541,camara,204530,Rodrigo Agostinho,PSB,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-0.6602588199704122,0.371306
22aa18f33a3fff84340a32a1ad07b221,174848,2205754,camara,74848,Jandira Feghali,PCdoB,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-1.574687625853926,0.547176
558afde1d19415eca8b1cdae6e641693,174156,2205833,camara,74156,Leonardo Monteiro,PT,MG,Deputado,camara,Prop. Original / Apensada,CMADS,0.3333333333333333,1,TRUE,oposição,Proposição,-3.2071324900801743,0.41458
558afde1d19415eca8b1cdae6e641693,174400,2205833,camara,74400,Paulo Pimenta,PT,RS,Deputado,camara,Prop. Original / Apensada,CMADS,0.3333333333333333,1,TRUE,oposição,Proposição,-5.4065349040440065,0.414737
558afde1d19415eca8b1cdae6e641693,1178986,2205833,camara,178986,Nilto Tatto,PT,SP,Deputado,camara,Prop. Original / Apensada,CMADS,0.3333333333333333,1,TRUE,oposição,Proposição,-7.04428740843443,0.0759877
1a1991f77234dbae849873b31df0919d,1141470,2206105,camara,141470,José Guimarães,PT,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-4.682513235690796,0.123442
967b8a10cd3d6916f3c4c1e79c169c30,1141470,2218177,camara,141470,José Guimarães,PT,CE,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição,Proposição,-4.682513235690796,0.123442
967b8a10cd3d6916f3c4c1e79c169c30,1141470,2218177,camara,141470,José Guimarães,PT,CE,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição,Proposição,-4.682513235690796,0.123442
a515a252e0c1b3ff6e301372ad6618d3,1160535,2218243,camara,160535,Marcon,PT,RS,Deputado,camara,Prop. Original / Apensada,CAPADR,1,1,TRUE,oposição,Proposição,-4.260818134154097,0.136621
91230886ffed18167c50e71962e393c0,1160535,2218244,camara,160535,Marcon,PT,RS,Deputado,camara,Prop. Original / Apensada,CAPADR,1,1,TRUE,oposição,Proposição,-4.260818134154097,0.136621
4ee4f8ef2d5c6158f551268de50b3e5c,1109429,2220973,camara,109429,Benes Leocádio,REPUBLICANOS,RN,Deputado,camara,Prop. Original / Apensada,CCJC,1,1,TRUE,governo,Proposição,4.871357872228785,0.135582
4ee4f8ef2d5c6158f551268de50b3e5c,1204463,2220973,camara,204463,Wladimir Garotinho,PSD,RJ,Deputado,camara,Parecer,CME,1,1,TRUE,governo,Outros,3.2044771653133974,0
d6f2efe0b9a93f4f74332a982a090e09,173531,2221765,camara,73531,Ivan Valente,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-8.758899045135427,0.466379
d6f2efe0b9a93f4f74332a982a090e09,1204393,2221765,camara,204393,Frei Anastacio Ribeiro,PT,PB,Deputado,camara,Parecer,CMADS,1,1,TRUE,oposição,Outros,-4.390957955735883,0.101086
713ca8ed8c3258690cad718b9544366e,1160531,2229142,camara,160531,Jhonatan De Jesus,REPUBLICANOS,RR,Deputado,camara,Requerimento,PLEN,1,1,TRUE,governo,Proposição,5.4000426958110115,0.312882
713ca8ed8c3258690cad718b9544366e,1204495,2229142,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição,Proposição,-4.030542436796088,0.0812222
713ca8ed8c3258690cad718b9544366e,1204556,2229142,camara,204556,Marcelo Ramos,PL,AM,Deputado,camara,Parecer,PLEN,1,1,TRUE,governo,Outros,6.592294124359178,0.0885212
fe86593bbebdfc98a2af57e3b243b334,1204567,2231622,camara,204567,Raimundo Costa,PL,BA,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo,Proposição,5.182029256797902,0.0521469
ea2f2a742e6a30b9ef3476eb883cee96,1204495,2231711,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição,Proposição,-4.030542436796088,0.0812222
28a9ff8ecab1eed465c1d2355925ece4,174848,2236761,camara,74848,Jandira Feghali,PCdoB,RJ,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-1.574687625853926,0.547176
28a9ff8ecab1eed465c1d2355925ece4,1204407,2236761,camara,204407,Fernanda Melchionna,PSOL,RS,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-6.945186197235214,0.137988
28a9ff8ecab1eed465c1d2355925ece4,1204488,2236761,camara,204488,Célio Studart,PV,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,governo,Proposição,-0.43727079680068215,0.132213
28a9ff8ecab1eed465c1d2355925ece4,1204530,2236761,camara,204530,Rodrigo Agostinho,PSB,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-0.6602588199704122,0.371306
28a9ff8ecab1eed465c1d2355925ece4,1204534,2236761,camara,204534,Tabata Amaral,PDT,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,0.13268069538656846,0.0445929
04c04c3ee0b61e9f7a4564025c3f0b85,1204530,2236840,camara,204530,Rodrigo Agostinho,PSB,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-0.6602588199704122,0.371306
7e43c009872e194c5b1221e32cc4aa20,1204534,2236893,camara,204534,Tabata Amaral,PDT,SP,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,0.13268069538656846,0.0445929
7c60c15853aef3104b97293007c5d07e,1204407,2236932,camara,204407,Fernanda Melchionna,PSOL,RS,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,oposição,Proposição,-6.945186197235214,0.137988
01ea98edfa16ee97ada6ca6056a75f0a,1204488,2236958,camara,204488,Célio Studart,PV,CE,Deputado,camara,Prop. Original / Apensada,CMADS,1,1,TRUE,governo,Proposição,-0.43727079680068215,0.132213
a4a3f5be1fb8872820020a9167fe20a1,1141470,2237205,camara,141470,José Guimarães,PT,CE,Deputado,camara,Prop. Original / Apensada,CINDRA,1,1,TRUE,oposição,Proposição,-4.682513235690796,0.123442
a4a3f5be1fb8872820020a9167fe20a1,1204488,2237205,camara,204488,Célio Studart,PV,CE,Deputado,camara,Prop. Original / Apensada,CINDRA,1,1,TRUE,governo,Proposição,-0.43727079680068215,0.132213
a4a3f5be1fb8872820020a9167fe20a1,1204495,2237205,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Prop. Original / Apensada,CINDRA,0.5,1,TRUE,oposição,Proposição,-4.030542436796088,0.0812222
a4a3f5be1fb8872820020a9167fe20a1,1204555,2237205,camara,204555,José Ricardo,PT,AM,Deputado,camara,Prop. Original / Apensada,CINDRA,0.5,1,TRUE,oposição,Proposição,-5.055618652625956,0.102001
69ce86e60371e2a75e38223f04517519,1204495,2237358,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Prop. Original / Apensada,CINDRA,0.5,1,TRUE,oposição,Proposição,-4.030542436796088,0.0812222
69ce86e60371e2a75e38223f04517519,1204555,2237358,camara,204555,José Ricardo,PT,AM,Deputado,camara,Prop. Original / Apensada,CINDRA,0.5,1,TRUE,oposição,Proposição,-5.055618652625956,0.102001
ca11450eb2f242734de96fc04388dac1,1141470,2237825,camara,141470,José Guimarães,PT,CE,Deputado,camara,Prop. Original / Apensada,CINDRA,1,1,TRUE,oposição,Proposição,-4.682513235690796,0.123442
287f4852b0ce051c6783429ed4060dd8,1204495,2241699,camara,204495,Airton Faleiro,PT,PA,Deputado,camara,Prop. Original / Apensada,MESA,0.5,1,FALSE,oposição,Proposição,-4.030542436796088,0.0812222
287f4852b0ce051c6783429ed4060dd8,1204555,2241699,camara,204555,José Ricardo,PT,AM,Deputado,camara,Prop. Original / Apensada,MESA,0.5,1,FALSE,oposição,Proposição,-5.055618652625956,0.102001
274a7798ff43d2699b1b9c5d3b34ee9d,1160511,2250646,camara,160511,Alessandro Molon,PSB,RJ,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição,Proposição,-2.319632427878327,0.444478
e78aab05a10d710886691c8ff19f81e4,1204555,2250702,camara,204555,José Ricardo,PT,AM,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição,Proposição,-5.055618652625956,0.102001
529c280eae5cf7593df4bb05f40ca70d,1198197,2252052,camara,198197,Greyce Elias,AVANTE,MG,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo,Proposição,4.363861072097388,NA
c3d2c81ea769ce4bdb8486ede6fdb663,1160511,2252113,camara,160511,Alessandro Molon,PSB,RJ,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição,Proposição,-2.319632427878327,0.444478
c3d2c81ea769ce4bdb8486ede6fdb663,1204534,2252113,camara,204534,Tabata Amaral,PDT,SP,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição,Proposição,0.13268069538656846,0.0445929
3c18b2407ec13aa8c0ff4290506b5822,1160511,2252159,camara,160511,Alessandro Molon,PSB,RJ,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição,Proposição,-2.319632427878327,0.444478
9c4bb6cced1e36a645164df0f3b6b1f2,1204468,2252619,camara,204468,Joenia Wapichana,REDE,RR,Deputado,camara,Prop. Original / Apensada,CAPADR,1,1,TRUE,oposição,Proposição,-1.5636470208392428,0.393445
9c4bb6cced1e36a645164df0f3b6b1f2,1132504,2252619,camara,132504,Enio Verri,PT,PR,Deputado,camara,Prop. Original / Apensada,CAPADR,0.3333333333333333,1,TRUE,oposição,Proposição,-5.737492048680034,0.105363
9c4bb6cced1e36a645164df0f3b6b1f2,1178970,2252619,camara,178970,João Daniel,PT,SE,Deputado,camara,Prop. Original / Apensada,CAPADR,0.3333333333333333,1,TRUE,oposição,Proposição,-4.6726245652190945,0.0891897
9c4bb6cced1e36a645164df0f3b6b1f2,1178986,2252619,camara,178986,Nilto Tatto,PT,SP,Deputado,camara,Prop. Original / Apensada,CAPADR,0.3333333333333333,1,TRUE,oposição,Proposição,-7.04428740843443,0.0759877
9c4bb6cced1e36a645164df0f3b6b1f2,173531,2252619,camara,73531,Ivan Valente,PSOL,SP,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-8.758899045135427,0.466379
9c4bb6cced1e36a645164df0f3b6b1f2,174784,2252619,camara,74784,Luiza Erundina,PSOL,SP,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-2.5968772643222104,0.204613
9c4bb6cced1e36a645164df0f3b6b1f2,176874,2252619,camara,76874,Marcelo Freixo,PSOL,RJ,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-6.618833899367319,0.186297
9c4bb6cced1e36a645164df0f3b6b1f2,1134812,2252619,camara,134812,Edmilson Rodrigues,PSOL,PA,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-6.475673383390708,0.182547
9c4bb6cced1e36a645164df0f3b6b1f2,1152605,2252619,camara,152605,Glauber Braga,PSOL,RJ,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-10,0.18716
9c4bb6cced1e36a645164df0f3b6b1f2,1204407,2252619,camara,204407,Fernanda Melchionna,PSOL,RS,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-6.945186197235214,0.137988
9c4bb6cced1e36a645164df0f3b6b1f2,1204509,2252619,camara,204509,Áurea Carolina,PSOL,MG,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-8.703365880613536,0.067985
9c4bb6cced1e36a645164df0f3b6b1f2,1204535,2252619,camara,204535,Sâmia Bomfim,PSOL,SP,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-5.2750668607101865,0.0888473
9c4bb6cced1e36a645164df0f3b6b1f2,1205548,2252619,camara,205548,David Miranda,PSOL,RJ,Deputado,camara,Requerimento,MESA,0.1111111111111111,1,FALSE,oposição,Proposição,-5.245995552196576,0.0785702
9c4bb6cced1e36a645164df0f3b6b1f2,173531,2252619,camara,73531,Ivan Valente,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-8.758899045135427,0.466379
9c4bb6cced1e36a645164df0f3b6b1f2,174784,2252619,camara,74784,Luiza Erundina,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-2.5968772643222104,0.204613
9c4bb6cced1e36a645164df0f3b6b1f2,176874,2252619,camara,76874,Marcelo Freixo,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-6.618833899367319,0.186297
9c4bb6cced1e36a645164df0f3b6b1f2,1134812,2252619,camara,134812,Edmilson Rodrigues,PSOL,PA,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-6.475673383390708,0.182547
9c4bb6cced1e36a645164df0f3b6b1f2,1152605,2252619,camara,152605,Glauber Braga,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-10,0.18716
9c4bb6cced1e36a645164df0f3b6b1f2,1204407,2252619,camara,204407,Fernanda Melchionna,PSOL,RS,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-6.945186197235214,0.137988
9c4bb6cced1e36a645164df0f3b6b1f2,1204464,2252619,camara,204464,Talíria Petrone,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-9.280882638012695,0.118824
9c4bb6cced1e36a645164df0f3b6b1f2,1204509,2252619,camara,204509,Áurea Carolina,PSOL,MG,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-8.703365880613536,0.067985
9c4bb6cced1e36a645164df0f3b6b1f2,1204535,2252619,camara,204535,Sâmia Bomfim,PSOL,SP,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-5.2750668607101865,0.0888473
9c4bb6cced1e36a645164df0f3b6b1f2,1205548,2252619,camara,205548,David Miranda,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CAPADR,0.1,1,TRUE,oposição,Proposição,-5.245995552196576,0.0785702
